transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00425,MDB01,Anna Nagar,Madurai,01-05-2024,4321.31,FAILURE,TRANSFER,2791,Network Error,IDBI BANK,615986
TXN00587,MDB01,Anna Nagar,Madurai,06-05-2024,2841.39,FAILURE,TRANSFER,3247,Exceeded Limit,IDBI BANK,606876
TXN00157,MDB01,Anna Nagar,Madurai,07-05-2024,1978.55,SUCCESS,TRANSFER,9742,,IDBI BANK,624905
TXN00197,MDB01,Anna Nagar,Madurai,07-05-2024,3446.21,SUCCESS,TRANSFER,4522,,IDBI BANK,628186
TXN00429,MDB01,Anna Nagar,Madurai,05-05-2024,957.88,FAILURE,TRANSFER,4063,Invalid Account,IDBI BANK,621364
TXN00002,MDB01,Anna Nagar,Madurai,06-05-2024,3833.0,SUCCESS,TRANSFER,2424,,IDBI BANK,627652
TXN00333,MDB01,Anna Nagar,Madurai,02-05-2024,2380.48,SUCCESS,DEPOSIT,1595,,IDBI BANK,626018
TXN00199,MDB01,Anna Nagar,Madurai,03-05-2024,2420.44,SUCCESS,TRANSFER,5176,,IDBI BANK,624531
TXN00450,MDB01,Anna Nagar,Madurai,07-05-2024,3983.61,FAILURE,TRANSFER,2526,Exceeded Limit,IDBI BANK,623477
TXN00642,MDB01,Anna Nagar,Madurai,02-05-2024,3516.51,FAILURE,DEPOSIT,7950,Insufficient Balance,IDBI BANK,613473
TXN00523,MDB01,Anna Nagar,Madurai,07-05-2024,3690.35,FAILURE,TRANSFER,6500,Exceeded Limit,IDBI BANK,600747
TXN00136,MDB01,Anna Nagar,Madurai,07-05-2024,3903.21,SUCCESS,WITHDRAWAL,9502,,IDBI BANK,628982
TXN00477,MDB01,Anna Nagar,Madurai,03-05-2024,3705.45,FAILURE,TRANSFER,2262,Exceeded Limit,IDBI BANK,629832
TXN00344,MDB01,Anna Nagar,Madurai,06-05-2024,4622.59,SUCCESS,WITHDRAWAL,7021,,IDBI BANK,614474
TXN00585,MDB01,Anna Nagar,Madurai,04-05-2024,2499.41,FAILURE,DEPOSIT,9966,Invalid Account,IDBI BANK,631091
TXN00191,MDB01,Anna Nagar,Madurai,04-05-2024,2517.24,SUCCESS,WITHDRAWAL,9408,,IDBI BANK,607147
TXN00128,MDB01,Anna Nagar,Madurai,02-05-2024,512.04,SUCCESS,WITHDRAWAL,8699,,IDBI BANK,619088
TXN00628,MDB01,Anna Nagar,Madurai,01-05-2024,3846.51,FAILURE,DEPOSIT,8259,Network Error,IDBI BANK,624101
TXN00001,MDB01,Anna Nagar,Madurai,01-05-2024,3836.98,SUCCESS,DEPOSIT,4657,,IDBI BANK,609145
TXN00178,MDB01,Anna Nagar,Madurai,06-05-2024,4207.35,SUCCESS,TRANSFER,5951,,IDBI BANK,626759
TXN00340,MDB01,Anna Nagar,Madurai,02-05-2024,4917.58,SUCCESS,WITHDRAWAL,6301,,IDBI BANK,616257
TXN00592,MDB01,Anna Nagar,Madurai,06-05-2024,3756.09,FAILURE,WITHDRAWAL,4787,Exceeded Limit,IDBI BANK,619401
TXN00457,MDB01,Anna Nagar,Madurai,01-05-2024,1460.4,FAILURE,DEPOSIT,3174,Technical Error,IDBI BANK,614824
TXN00384,MDB01,Anna Nagar,Madurai,05-05-2024,652.21,SUCCESS,DEPOSIT,1794,,IDBI BANK,600419
TXN00675,MDB01,Anna Nagar,Madurai,04-05-2024,3538.53,FAILURE,WITHDRAWAL,4452,Technical Error,IDBI BANK,610568
TXN00343,MDB01,Anna Nagar,Madurai,04-05-2024,1880.63,SUCCESS,WITHDRAWAL,9233,,IDBI BANK,620381
TXN00461,MDB01,Anna Nagar,Madurai,05-05-2024,3425.09,FAILURE,WITHDRAWAL,6753,Network Error,IDBI BANK,609921
TXN00584,MDB01,Anna Nagar,Madurai,05-05-2024,4976.06,FAILURE,TRANSFER,2771,Insufficient Balance,IDBI BANK,603162
TXN00648,MDB01,Anna Nagar,Madurai,03-05-2024,4041.01,FAILURE,WITHDRAWAL,2417,Invalid Account,IDBI BANK,628684
TXN00483,MDB01,Anna Nagar,Madurai,02-05-2024,1504.33,FAILURE,TRANSFER,1752,Exceeded Limit,IDBI BANK,604518
TXN00633,MDB01,Anna Nagar,Madurai,07-05-2024,4695.72,FAILURE,TRANSFER,5934,Exceeded Limit,IDBI BANK,636056
TXN00044,MDB01,Anna Nagar,Madurai,07-05-2024,1336.21,SUCCESS,TRANSFER,2113,,IDBI BANK,615415
TXN00212,MDB01,Anna Nagar,Madurai,03-05-2024,2434.61,SUCCESS,WITHDRAWAL,8972,,IDBI BANK,634534
TXN00363,MDB01,Anna Nagar,Madurai,04-05-2024,2475.33,SUCCESS,TRANSFER,4559,,IDBI BANK,603700
TXN00295,MDB01,Anna Nagar,Madurai,04-05-2024,4500.49,SUCCESS,TRANSFER,5745,,IDBI BANK,619799
TXN00529,MDB01,Anna Nagar,Madurai,04-05-2024,4740.99,FAILURE,DEPOSIT,8113,Network Error,IDBI BANK,603510
