transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00521,CHB05,Tambaram,Chennai,03-05-2024,4644.67,FAILURE,TRANSFER,4619,Technical Error,IDBI BANK,606823
TXN00451,CHB05,Tambaram,Chennai,04-05-2024,1480.23,FAILURE,WITHDRAWAL,4470,Exceeded Limit,IDBI BANK,617599
TXN00386,CHB05,Tambaram,Chennai,04-05-2024,2179.4,FAILURE,TRANSFER,8916,Exceeded Limit,IDBI BANK,601031
TXN00552,CHB05,Tambaram,Chennai,07-05-2024,1215.38,FAILURE,WITHDRAWAL,9303,Exceeded Limit,IDBI BANK,608890
TXN00260,CHB05,Tambaram,Chennai,05-05-2024,2782.97,SUCCESS,TRANSFER,1333,,IDBI BANK,625589
TXN00131,CHB05,Tambaram,Chennai,02-05-2024,3414.36,SUCCESS,WITHDRAWAL,3330,,IDBI BANK,604680
TXN00645,CHB05,Tambaram,Chennai,07-05-2024,1524.41,FAILURE,WITHDRAWAL,7678,Exceeded Limit,IDBI BANK,629565
TXN00576,CHB05,Tambaram,Chennai,04-05-2024,3350.69,FAILURE,WITHDRAWAL,8029,Exceeded Limit,IDBI BANK,625122
TXN00111,CHB05,Tambaram,Chennai,02-05-2024,885.26,SUCCESS,TRANSFER,7658,,IDBI BANK,632020
TXN00148,CHB05,Tambaram,Chennai,05-05-2024,3858.32,SUCCESS,DEPOSIT,2143,,IDBI BANK,618105
TXN00025,CHB05,Tambaram,Chennai,01-05-2024,885.44,SUCCESS,WITHDRAWAL,2133,,IDBI BANK,634912
TXN00239,CHB05,Tambaram,Chennai,01-05-2024,3407.11,SUCCESS,WITHDRAWAL,9331,,IDBI BANK,623713
TXN00100,CHB05,Tambaram,Chennai,05-05-2024,4836.81,SUCCESS,TRANSFER,2876,,IDBI BANK,610733
TXN00396,CHB05,Tambaram,Chennai,02-05-2024,3885.15,FAILURE,TRANSFER,7525,Insufficient Balance,IDBI BANK,619614
TXN00325,CHB05,Tambaram,Chennai,06-05-2024,2944.36,SUCCESS,WITHDRAWAL,6654,,IDBI BANK,609600
TXN00514,CHB05,Tambaram,Chennai,04-05-2024,503.08,FAILURE,TRANSFER,4300,Network Error,IDBI BANK,622332
TXN00144,CHB05,Tambaram,Chennai,07-05-2024,1576.84,SUCCESS,DEPOSIT,6091,,IDBI BANK,636100
TXN00463,CHB05,Tambaram,Chennai,06-05-2024,2228.14,FAILURE,WITHDRAWAL,6152,Network Error,IDBI BANK,616239
TXN00439,CHB05,Tambaram,Chennai,03-05-2024,1256.94,FAILURE,WITHDRAWAL,9115,Technical Error,IDBI BANK,633477
TXN00051,CHB05,Tambaram,Chennai,03-05-2024,4692.9,SUCCESS,DEPOSIT,3200,,IDBI BANK,617333
TXN00275,CHB05,Tambaram,Chennai,06-05-2024,4015.9,SUCCESS,DEPOSIT,3068,,IDBI BANK,604407
TXN00022,CHB05,Tambaram,Chennai,01-05-2024,4417.33,SUCCESS,WITHDRAWAL,9317,,IDBI BANK,613036
TXN00440,CHB05,Tambaram,Chennai,01-05-2024,1705.5,FAILURE,TRANSFER,7010,Technical Error,IDBI BANK,602727
TXN00419,CHB05,Tambaram,Chennai,01-05-2024,3034.49,FAILURE,TRANSFER,7547,Invalid Account,IDBI BANK,628211
TXN00093,CHB05,Tambaram,Chennai,05-05-2024,621.35,SUCCESS,WITHDRAWAL,1444,,IDBI BANK,605502
TXN00656,CHB05,Tambaram,Chennai,04-05-2024,4781.93,FAILURE,WITHDRAWAL,3100,Network Error,IDBI BANK,606557
TXN00017,CHB05,Tambaram,Chennai,04-05-2024,909.09,SUCCESS,DEPOSIT,2796,,IDBI BANK,610017
TXN00329,CHB05,Tambaram,Chennai,02-05-2024,3370.75,SUCCESS,DEPOSIT,2641,,IDBI BANK,627087
TXN00145,CHB05,Tambaram,Chennai,04-05-2024,919.44,SUCCESS,DEPOSIT,8560,,IDBI BANK,607699
TXN00652,CHB05,Tambaram,Chennai,05-05-2024,2273.37,FAILURE,TRANSFER,2394,Invalid Account,IDBI BANK,613767
TXN00635,CHB05,Tambaram,Chennai,02-05-2024,2371.69,FAILURE,TRANSFER,7609,Insufficient Balance,IDBI BANK,622899
TXN00004,CHB05,Tambaram,Chennai,04-05-2024,1491.98,SUCCESS,TRANSFER,5557,,IDBI BANK,600426
TXN00547,CHB05,Tambaram,Chennai,05-05-2024,3563.66,FAILURE,WITHDRAWAL,1635,Exceeded Limit,IDBI BANK,621725
TXN00688,CHB05,Tambaram,Chennai,01-05-2024,2187.63,FAILURE,DEPOSIT,6175,Exceeded Limit,IDBI BANK,623742
TXN00682,CHB05,Tambaram,Chennai,07-05-2024,4592.03,FAILURE,TRANSFER,7877,Network Error,IDBI BANK,606312
TXN00043,CHB05,Tambaram,Chennai,04-05-2024,2762.83,SUCCESS,TRANSFER,3579,,IDBI BANK,603728
TXN00481,CHB05,Tambaram,Chennai,07-05-2024,4612.76,FAILURE,TRANSFER,7870,Network Error,IDBI BANK,621090
TXN00121,CHB05,Tambaram,Chennai,03-05-2024,2612.29,SUCCESS,WITHDRAWAL,6582,,IDBI BANK,612083
TXN00310,CHB05,Tambaram,Chennai,05-05-2024,2306.24,SUCCESS,DEPOSIT,1742,,IDBI BANK,602551
TXN00465,CHB05,Tambaram,Chennai,05-05-2024,2792.85,FAILURE,TRANSFER,7418,Invalid Account,IDBI BANK,603577
TXN00293,CHB05,Tambaram,Chennai,06-05-2024,4559.0,SUCCESS,WITHDRAWAL,1674,,IDBI BANK,601860
TXN00238,CHB05,Tambaram,Chennai,06-05-2024,4721.01,SUCCESS,WITHDRAWAL,7171,,IDBI BANK,621528
TXN00397,CHB05,Tambaram,Chennai,02-05-2024,3050.13,FAILURE,WITHDRAWAL,9856,Invalid Account,IDBI BANK,625156
TXN00364,CHB05,Tambaram,Chennai,03-05-2024,1553.73,SUCCESS,TRANSFER,6224,,IDBI BANK,621016
TXN00608,CHB05,Tambaram,Chennai,05-05-2024,500.76,FAILURE,DEPOSIT,5990,Technical Error,IDBI BANK,636854
TXN00370,CHB05,Tambaram,Chennai,04-05-2024,4855.04,SUCCESS,TRANSFER,9683,,IDBI BANK,608788
TXN00443,CHB05,Tambaram,Chennai,06-05-2024,2077.84,FAILURE,TRANSFER,8015,Network Error,IDBI BANK,609125
TXN00562,CHB05,Tambaram,Chennai,06-05-2024,4849.18,FAILURE,WITHDRAWAL,5631,Invalid Account,IDBI BANK,607085
TXN00389,CHB05,Tambaram,Chennai,02-05-2024,1584.36,FAILURE,TRANSFER,9625,Invalid Account,IDBI BANK,623229
TXN00490,CHB05,Tambaram,Chennai,04-05-2024,3653.81,FAILURE,WITHDRAWAL,8511,Insufficient Balance,IDBI BANK,606264
TXN00081,CHB05,Tambaram,Chennai,04-05-2024,725.98,SUCCESS,DEPOSIT,2988,,IDBI BANK,629915
TXN00123,CHB05,Tambaram,Chennai,06-05-2024,3589.03,SUCCESS,DEPOSIT,3444,,IDBI BANK,636887
TXN00568,CHB05,Tambaram,Chennai,02-05-2024,1822.03,FAILURE,WITHDRAWAL,3096,Invalid Account,IDBI BANK,636637
TXN00255,CHB05,Tambaram,Chennai,06-05-2024,3239.96,SUCCESS,WITHDRAWAL,2821,,IDBI BANK,618882
TXN00677,CHB05,Tambaram,Chennai,02-05-2024,751.6,FAILURE,WITHDRAWAL,3949,Technical Error,IDBI BANK,626572
TXN00472,CHB05,Tambaram,Chennai,03-05-2024,2258.29,FAILURE,TRANSFER,2083,Invalid Account,IDBI BANK,628672
TXN00387,CHB05,Tambaram,Chennai,05-05-2024,2351.02,FAILURE,DEPOSIT,9673,Invalid Account,IDBI BANK,635111
TXN00120,CHB05,Tambaram,Chennai,03-05-2024,3638.38,SUCCESS,DEPOSIT,9042,,IDBI BANK,606724
TXN00414,CHB05,Tambaram,Chennai,05-05-2024,1309.67,FAILURE,TRANSFER,1440,Exceeded Limit,IDBI BANK,613740
