transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00058,SLB03,Seelanaickenpatti,Salem,07-05-2024,4874.88,SUCCESS,DEPOSIT,6862,,IDBI BANK,613768
TXN00536,SLB03,Seelanaickenpatti,Salem,02-05-2024,4266.85,FAILURE,TRANSFER,2009,Network Error,IDBI BANK,606338
TXN00354,SLB03,Seelanaickenpatti,Salem,06-05-2024,786.92,SUCCESS,DEPOSIT,2130,,IDBI BANK,630938
TXN00151,SLB03,Seelanaickenpatti,Salem,03-05-2024,2983.63,SUCCESS,TRANSFER,7180,,IDBI BANK,629842
TXN00366,SLB03,Seelanaickenpatti,Salem,01-05-2024,3005.23,SUCCESS,TRANSFER,3869,,IDBI BANK,627998
TXN00202,SLB03,Seelanaickenpatti,Salem,07-05-2024,3494.03,SUCCESS,WITHDRAWAL,1842,,IDBI BANK,618851
TXN00421,SLB03,Seelanaickenpatti,Salem,04-05-2024,2583.78,FAILURE,TRANSFER,9199,Network Error,IDBI BANK,622608
TXN00452,SLB03,Seelanaickenpatti,Salem,03-05-2024,2962.9,FAILURE,DEPOSIT,8951,Invalid Account,IDBI BANK,603173
TXN00561,SLB03,Seelanaickenpatti,Salem,06-05-2024,2842.87,FAILURE,TRANSFER,7506,Technical Error,IDBI BANK,606706
TXN00164,SLB03,Seelanaickenpatti,Salem,04-05-2024,1648.97,SUCCESS,DEPOSIT,8622,,IDBI BANK,618851
TXN00209,SLB03,Seelanaickenpatti,Salem,02-05-2024,2165.24,SUCCESS,TRANSFER,6314,,IDBI BANK,605568
TXN00460,SLB03,Seelanaickenpatti,Salem,02-05-2024,2222.24,FAILURE,DEPOSIT,3340,Insufficient Balance,IDBI BANK,634768
TXN00035,SLB03,Seelanaickenpatti,Salem,07-05-2024,4377.53,SUCCESS,DEPOSIT,4139,,IDBI BANK,612466
TXN00050,SLB03,Seelanaickenpatti,Salem,02-05-2024,2471.83,SUCCESS,TRANSFER,5956,,IDBI BANK,634665
TXN00092,SLB03,Seelanaickenpatti,Salem,06-05-2024,3556.14,SUCCESS,WITHDRAWAL,3704,,IDBI BANK,630631
TXN00484,SLB03,Seelanaickenpatti,Salem,07-05-2024,4301.81,FAILURE,WITHDRAWAL,2415,Technical Error,IDBI BANK,629934
TXN00467,SLB03,Seelanaickenpatti,Salem,02-05-2024,2240.77,FAILURE,TRANSFER,7895,Invalid Account,IDBI BANK,635807
TXN00063,SLB03,Seelanaickenpatti,Salem,03-05-2024,4192.41,SUCCESS,DEPOSIT,4652,,IDBI BANK,601551
TXN00415,SLB03,Seelanaickenpatti,Salem,07-05-2024,3617.76,FAILURE,WITHDRAWAL,9180,Network Error,IDBI BANK,619847
TXN00332,SLB03,Seelanaickenpatti,Salem,03-05-2024,3406.54,SUCCESS,DEPOSIT,4804,,IDBI BANK,635072
TXN00149,SLB03,Seelanaickenpatti,Salem,07-05-2024,2784.82,SUCCESS,DEPOSIT,5634,,IDBI BANK,619567
TXN00495,SLB03,Seelanaickenpatti,Salem,04-05-2024,1692.54,FAILURE,DEPOSIT,2481,Network Error,IDBI BANK,619938
TXN00575,SLB03,Seelanaickenpatti,Salem,02-05-2024,3925.37,FAILURE,DEPOSIT,3595,Exceeded Limit,IDBI BANK,605770
TXN00570,SLB03,Seelanaickenpatti,Salem,03-05-2024,3135.07,FAILURE,WITHDRAWAL,2929,Exceeded Limit,IDBI BANK,603518
TXN00223,SLB03,Seelanaickenpatti,Salem,06-05-2024,4812.01,SUCCESS,TRANSFER,3419,,IDBI BANK,615485
TXN00088,SLB03,Seelanaickenpatti,Salem,05-05-2024,2596.66,SUCCESS,DEPOSIT,4388,,IDBI BANK,627535
TXN00321,SLB03,Seelanaickenpatti,Salem,02-05-2024,2568.49,SUCCESS,TRANSFER,6608,,IDBI BANK,635801
TXN00028,SLB03,Seelanaickenpatti,Salem,04-05-2024,4548.26,SUCCESS,WITHDRAWAL,2982,,IDBI BANK,616247
TXN00095,SLB03,Seelanaickenpatti,Salem,02-05-2024,2546.15,SUCCESS,WITHDRAWAL,7211,,IDBI BANK,618236
TXN00176,SLB03,Seelanaickenpatti,Salem,06-05-2024,3870.55,SUCCESS,WITHDRAWAL,7242,,IDBI BANK,624345
TXN00086,SLB03,Seelanaickenpatti,Salem,03-05-2024,4518.62,SUCCESS,DEPOSIT,3267,,IDBI BANK,609885
TXN00229,SLB03,Seelanaickenpatti,Salem,01-05-2024,3401.0,SUCCESS,DEPOSIT,9307,,IDBI BANK,625198
TXN00353,SLB03,Seelanaickenpatti,Salem,07-05-2024,513.57,SUCCESS,DEPOSIT,2196,,IDBI BANK,602969
TXN00539,SLB03,Seelanaickenpatti,Salem,01-05-2024,2276.62,FAILURE,TRANSFER,1568,Technical Error,IDBI BANK,633871
TXN00322,SLB03,Seelanaickenpatti,Salem,05-05-2024,2678.81,SUCCESS,DEPOSIT,5571,,IDBI BANK,636575
TXN00096,SLB03,Seelanaickenpatti,Salem,07-05-2024,868.58,SUCCESS,DEPOSIT,9837,,IDBI BANK,603414
TXN00010,SLB03,Seelanaickenpatti,Salem,04-05-2024,3360.58,SUCCESS,WITHDRAWAL,3664,,IDBI BANK,624261
TXN00549,SLB03,Seelanaickenpatti,Salem,03-05-2024,4292.81,FAILURE,TRANSFER,2609,Network Error,IDBI BANK,608808
TXN00423,SLB03,Seelanaickenpatti,Salem,04-05-2024,4029.21,FAILURE,TRANSFER,8912,Invalid Account,IDBI BANK,631206
TXN00110,SLB03,Seelanaickenpatti,Salem,03-05-2024,1758.46,SUCCESS,TRANSFER,5526,,IDBI BANK,636425
