transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00019,SLB05,Ammapet,Salem,04-05-2024,2881.01,SUCCESS,TRANSFER,1188,,IDBI BANK,607508
TXN00254,SLB05,Ammapet,Salem,01-05-2024,4576.36,SUCCESS,DEPOSIT,5193,,IDBI BANK,614134
TXN00475,SLB05,Ammapet,Salem,05-05-2024,4023.44,FAILURE,TRANSFER,5247,Network Error,IDBI BANK,624371
TXN00246,SLB05,Ammapet,Salem,04-05-2024,2577.56,SUCCESS,WITHDRAWAL,7256,,IDBI BANK,632959
TXN00599,SLB05,Ammapet,Salem,01-05-2024,4381.59,FAILURE,TRANSFER,3140,Exceeded Limit,IDBI BANK,631990
TXN00637,SLB05,Ammapet,Salem,07-05-2024,3884.6,FAILURE,TRANSFER,1144,Insufficient Balance,IDBI BANK,622676
TXN00507,SLB05,Ammapet,Salem,07-05-2024,2681.06,FAILURE,TRANSFER,9231,Invalid Account,IDBI BANK,625453
TXN00162,SLB05,Ammapet,Salem,06-05-2024,4066.34,SUCCESS,DEPOSIT,3868,,IDBI BANK,605176
TXN00380,SLB05,Ammapet,Salem,05-05-2024,3106.14,SUCCESS,WITHDRAWAL,5836,,IDBI BANK,609989
TXN00679,SLB05,Ammapet,Salem,04-05-2024,4402.86,FAILURE,DEPOSIT,4594,Exceeded Limit,IDBI BANK,609353
TXN00076,SLB05,Ammapet,Salem,06-05-2024,3348.23,SUCCESS,WITHDRAWAL,2530,,IDBI BANK,615393
TXN00305,SLB05,Ammapet,Salem,07-05-2024,3444.17,SUCCESS,WITHDRAWAL,5681,,IDBI BANK,635173
TXN00298,SLB05,Ammapet,Salem,02-05-2024,1906.62,SUCCESS,TRANSFER,6231,,IDBI BANK,622635
TXN00089,SLB05,Ammapet,Salem,06-05-2024,587.89,SUCCESS,TRANSFER,7232,,IDBI BANK,631260
TXN00436,SLB05,Ammapet,Salem,01-05-2024,4394.85,FAILURE,DEPOSIT,8939,Network Error,IDBI BANK,612788
TXN00509,SLB05,Ammapet,Salem,03-05-2024,3950.79,FAILURE,DEPOSIT,3615,Insufficient Balance,IDBI BANK,616244
TXN00230,SLB05,Ammapet,Salem,05-05-2024,4794.04,SUCCESS,TRANSFER,1672,,IDBI BANK,629474
TXN00598,SLB05,Ammapet,Salem,04-05-2024,4110.19,FAILURE,TRANSFER,8178,Network Error,IDBI BANK,624888
TXN00538,SLB05,Ammapet,Salem,04-05-2024,4845.32,FAILURE,TRANSFER,8779,Technical Error,IDBI BANK,615444
TXN00620,SLB05,Ammapet,Salem,06-05-2024,1478.04,FAILURE,DEPOSIT,5760,Invalid Account,IDBI BANK,608695
TXN00008,SLB05,Ammapet,Salem,07-05-2024,2127.36,SUCCESS,DEPOSIT,2139,,IDBI BANK,603004
TXN00641,SLB05,Ammapet,Salem,01-05-2024,4766.95,FAILURE,DEPOSIT,9814,Technical Error,IDBI BANK,600481
TXN00640,SLB05,Ammapet,Salem,07-05-2024,2789.31,FAILURE,WITHDRAWAL,1718,Invalid Account,IDBI BANK,612617
TXN00418,SLB05,Ammapet,Salem,05-05-2024,3371.81,FAILURE,DEPOSIT,2791,Network Error,IDBI BANK,623266
TXN00618,SLB05,Ammapet,Salem,06-05-2024,3930.69,FAILURE,WITHDRAWAL,7518,Invalid Account,IDBI BANK,619279
TXN00428,SLB05,Ammapet,Salem,04-05-2024,2249.76,FAILURE,TRANSFER,4519,Network Error,IDBI BANK,618242
TXN00687,SLB05,Ammapet,Salem,05-05-2024,2338.91,FAILURE,DEPOSIT,1089,Insufficient Balance,IDBI BANK,634246
