transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00218,MDB04,Simmakkal,Madurai,06-05-2024,3380.64,SUCCESS,WITHDRAWAL,2887,,IDBI BANK,626545
TXN00646,MDB04,Simmakkal,Madurai,04-05-2024,1923.82,FAILURE,WITHDRAWAL,2938,Technical Error,IDBI BANK,600387
TXN00067,MDB04,Simmakkal,Madurai,03-05-2024,3778.45,SUCCESS,WITHDRAWAL,8149,,IDBI BANK,633517
TXN00182,MDB04,Simmakkal,Madurai,03-05-2024,647.22,SUCCESS,WITHDRAWAL,4559,,IDBI BANK,629058
TXN00676,MDB04,Simmakkal,Madurai,01-05-2024,1596.52,FAILURE,DEPOSIT,3639,Network Error,IDBI BANK,633597
TXN00501,MDB04,Simmakkal,Madurai,07-05-2024,1079.56,FAILURE,WITHDRAWAL,3007,Insufficient Balance,IDBI BANK,630212
TXN00546,MDB04,Simmakkal,Madurai,05-05-2024,3240.33,FAILURE,DEPOSIT,3821,Invalid Account,IDBI BANK,626410
TXN00142,MDB04,Simmakkal,Madurai,06-05-2024,2489.18,SUCCESS,DEPOSIT,4335,,IDBI BANK,617502
TXN00316,MDB04,Simmakkal,Madurai,02-05-2024,2859.05,SUCCESS,TRANSFER,7229,,IDBI BANK,609685
TXN00643,MDB04,Simmakkal,Madurai,06-05-2024,4175.39,FAILURE,DEPOSIT,3519,Insufficient Balance,IDBI BANK,630096
TXN00517,MDB04,Simmakkal,Madurai,05-05-2024,954.64,FAILURE,WITHDRAWAL,6285,Network Error,IDBI BANK,610323
TXN00655,MDB04,Simmakkal,Madurai,06-05-2024,2973.49,FAILURE,WITHDRAWAL,2103,Invalid Account,IDBI BANK,606436
TXN00431,MDB04,Simmakkal,Madurai,05-05-2024,1014.04,FAILURE,WITHDRAWAL,8501,Technical Error,IDBI BANK,611307
TXN00486,MDB04,Simmakkal,Madurai,07-05-2024,3991.49,FAILURE,TRANSFER,9954,Network Error,IDBI BANK,609868
TXN00367,MDB04,Simmakkal,Madurai,01-05-2024,4875.31,SUCCESS,TRANSFER,7244,,IDBI BANK,634372
TXN00259,MDB04,Simmakkal,Madurai,02-05-2024,3489.67,SUCCESS,DEPOSIT,9576,,IDBI BANK,623633
TXN00401,MDB04,Simmakkal,Madurai,04-05-2024,1335.82,FAILURE,TRANSFER,7227,Insufficient Balance,IDBI BANK,619358
TXN00622,MDB04,Simmakkal,Madurai,05-05-2024,3067.87,FAILURE,TRANSFER,7839,Technical Error,IDBI BANK,618739
TXN00441,MDB04,Simmakkal,Madurai,05-05-2024,1483.44,FAILURE,WITHDRAWAL,2677,Network Error,IDBI BANK,619511
TXN00094,MDB04,Simmakkal,Madurai,02-05-2024,4400.83,SUCCESS,DEPOSIT,1823,,IDBI BANK,617050
TXN00036,MDB04,Simmakkal,Madurai,02-05-2024,2398.47,SUCCESS,WITHDRAWAL,8579,,IDBI BANK,616372
TXN00084,MDB04,Simmakkal,Madurai,04-05-2024,1666.36,SUCCESS,DEPOSIT,5543,,IDBI BANK,634164
TXN00245,MDB04,Simmakkal,Madurai,02-05-2024,2903.05,SUCCESS,WITHDRAWAL,8684,,IDBI BANK,612716
TXN00134,MDB04,Simmakkal,Madurai,04-05-2024,861.99,SUCCESS,DEPOSIT,8078,,IDBI BANK,621124
TXN00458,MDB04,Simmakkal,Madurai,01-05-2024,536.28,FAILURE,WITHDRAWAL,2975,Exceeded Limit,IDBI BANK,608663
TXN00247,MDB04,Simmakkal,Madurai,02-05-2024,4176.01,SUCCESS,TRANSFER,3267,,IDBI BANK,616385
TXN00518,MDB04,Simmakkal,Madurai,07-05-2024,3376.7,FAILURE,WITHDRAWAL,6198,Network Error,IDBI BANK,636830
TXN00274,MDB04,Simmakkal,Madurai,03-05-2024,2808.89,SUCCESS,TRANSFER,3621,,IDBI BANK,602041
TXN00590,MDB04,Simmakkal,Madurai,02-05-2024,3596.92,FAILURE,WITHDRAWAL,6416,Network Error,IDBI BANK,600180
TXN00358,MDB04,Simmakkal,Madurai,05-05-2024,1073.06,SUCCESS,DEPOSIT,1056,,IDBI BANK,601490
TXN00339,MDB04,Simmakkal,Madurai,07-05-2024,2424.66,SUCCESS,WITHDRAWAL,2421,,IDBI BANK,626270
TXN00604,MDB04,Simmakkal,Madurai,07-05-2024,2731.26,FAILURE,DEPOSIT,2226,Exceeded Limit,IDBI BANK,621014
TXN00163,MDB04,Simmakkal,Madurai,05-05-2024,3574.11,SUCCESS,WITHDRAWAL,3344,,IDBI BANK,615217
TXN00315,MDB04,Simmakkal,Madurai,03-05-2024,4851.82,SUCCESS,TRANSFER,4728,,IDBI BANK,603366
TXN00204,MDB04,Simmakkal,Madurai,02-05-2024,4312.74,SUCCESS,WITHDRAWAL,7022,,IDBI BANK,607530
TXN00277,MDB04,Simmakkal,Madurai,03-05-2024,2174.06,SUCCESS,DEPOSIT,3255,,IDBI BANK,634699
TXN00603,MDB04,Simmakkal,Madurai,02-05-2024,4275.65,FAILURE,TRANSFER,1894,Insufficient Balance,IDBI BANK,610285
TXN00104,MDB04,Simmakkal,Madurai,06-05-2024,2167.57,SUCCESS,TRANSFER,6590,,IDBI BANK,600830
TXN00056,MDB04,Simmakkal,Madurai,05-05-2024,543.51,SUCCESS,DEPOSIT,3442,,IDBI BANK,635756
TXN00616,MDB04,Simmakkal,Madurai,07-05-2024,3133.04,FAILURE,TRANSFER,3903,Technical Error,IDBI BANK,611381
TXN00007,MDB04,Simmakkal,Madurai,05-05-2024,1061.72,SUCCESS,WITHDRAWAL,2291,,IDBI BANK,636179
TXN00505,MDB04,Simmakkal,Madurai,01-05-2024,894.75,FAILURE,WITHDRAWAL,3248,Exceeded Limit,IDBI BANK,613072
TXN00272,MDB04,Simmakkal,Madurai,02-05-2024,3603.94,SUCCESS,WITHDRAWAL,8325,,IDBI BANK,602776
TXN00488,MDB04,Simmakkal,Madurai,07-05-2024,3821.37,FAILURE,WITHDRAWAL,2703,Network Error,IDBI BANK,634722
TXN00351,MDB04,Simmakkal,Madurai,07-05-2024,750.36,SUCCESS,DEPOSIT,9409,,IDBI BANK,627226
TXN00264,MDB04,Simmakkal,Madurai,06-05-2024,1320.25,SUCCESS,DEPOSIT,2033,,IDBI BANK,629995
TXN00417,MDB04,Simmakkal,Madurai,05-05-2024,2303.62,FAILURE,TRANSFER,7853,Technical Error,IDBI BANK,602410
